CODIGO;TIPO_UNIDAD;TECNOLOGIA;regime;categoria;DESCRIPCION;AGENTE_PROPIETARIO;ZONA_FRONTERA
ADXRM06;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;REPRE COMER 6;AUDAX RENOVABLES S.A.;ZONA ESPAÑOLA
ADXRM07;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;REPRE COMER 07;AUDAX RENOVABLES S.A.;ZONA ESPAÑOLA
ADXRM08;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;REPRE COMER 8;AUDAX RENOVABLES S.A.;ZONA ESPAÑOLA
ADXRM09;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;REPRE COMER 9;AUDAX RENOVABLES S.A.;ZONA ESPAÑOLA
ADXRM10;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;ECO2;AUDAX RENOVABLES S.A.;ZONA ESPAÑOLA
ADXRM11;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;FEED ENERGÍA;AUDAX RENOVABLES S.A.;ZONA ESPAÑOLA
AEDEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;AED ENERGIA;AED ENERGÍA ELÉCTRICA, S.L.;ZONA ESPAÑOLA
AEQC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMERCIALIZACIÓN AEQ;AEQ W2M, S.A.;ZONA ESPAÑOLA
AGENC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ABESL COMPRA;AB ENERGÍA 1903, S.L.U.;ZONA ESPAÑOLA
AGLC02;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_PT;UNIDADE DE COMPRA;AGORALUZ ENERGIA LDA;ZONA PORTUGUESA
AGRIC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;AGRI ENERGIA COMPRA (ESP);AGRI-ENERGÍA;ZONA ESPAÑOLA
AHOEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;AHOEC01;AHORRA ENERGIA ASESORES SL;ZONA ESPAÑOLA
AHORC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;AHORA PENINSULA;AHORA LUZ ENERGÍA SL;ZONA ESPAÑOLA
AHTC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMPRA COMER;COMERCIALIZADORA ELECTRICA DE TENERIFE, S.L.;ZONA ESPAÑOLA
AIREC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;AIREC01;AIRE LIMPIO S.L.;ZONA ESPAÑOLA
AJENC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UNIDAD OFERTANTE A2J ENERGÍA;A2J ENERGÍA, S.L.;ZONA ESPAÑOLA
ALAHC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;U.O ALAHURIN;HIDROCARBUROS ALHAURÍN SL;ZONA ESPAÑOLA
ALBCC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ALBCO_COMPRAS_UP;COMERCIALIZADORA ELECTRICA DE ALBATARREC SLU;ZONA ESPAÑOLA
ALDDC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;18W000000000OLLT;ACCIONA COMERCIALIZADORA B2C, S.L. UNIPERSONAL;ZONA ESPAÑOLA
ALDRC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMERCIALIZADORA ALDRO ENERGIA;ENI PLENITUDE IBERIA, S.L.U.;ZONA ESPAÑOLA
ALDRC02;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_PT;COMERCIALIZADORA ELECTRICA PT;ENI PLENITUDE IBERIA, S.L.U.-SUCURSAL EM PORTUGAL;ZONA PORTUGUESA
ALFAC02;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_PT;ALFA ENERGIA;ALFA ENERGIA, LDA;ZONA PORTUGUESA
ALGICA1;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ALGICA1;SUMINISTROS ESPECIALES ALGINETENSES, S.C.V.;ZONA ESPAÑOLA
ALIOC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMPRA COMERCIALIZADORA;ALIO ENERGIA S.L.;ZONA ESPAÑOLA
ALPXC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ALPEX IBERICA DE ENERGIA,S.L;ALPEX IBERICA DE ENERGIA,S.L;ZONA ESPAÑOLA
ALUEC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;ALUZ PENINSULAR;ALUZ ENERGÍA ELÉCTRICA SL;ZONA ESPAÑOLA
ALUZC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ALUZC01;AHORRELUZ SERVICIOS ONLINE SL;ZONA ESPAÑOLA
AMAZC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;AMAZON COMPRA;COMERCIALIZADORA DE ENERGIAS RENOVABLES Y DE SERVICIOS DE LUZ AMA Y GAS ZON SL;ZONA ESPAÑOLA
AMEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;AG. MERCADO ELÉCTRICO COM(ESP);FACTOR ENERGIA ESPAÑA SAU;ZONA ESPAÑOLA
AMELC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UNIDAD DE COMERCIALICION;ARCELORMITTAL ENERGY S.C.A;ZONA ESPAÑOLA
AMIC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMPRA COMERCIALIZADORA AMI;AMI ELECTRUM S.L.;ZONA ESPAÑOLA
ANGLC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ANGLER ENERGIA, S.L.;ANGLER ENERGIA, S.L.;ZONA ESPAÑOLA
ANTEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ANTEA ENERGÍA COMERCIALIZADORA;ANTEA ENERGÍA COMERCIALIZADORA SL;ZONA ESPAÑOLA
ANTUC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ANTUKO COM;ANTUKO ENERGIA, S.L;ZONA ESPAÑOLA
APOLC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;UP PENINSULAR;APOLO BUSINESS SL;ZONA ESPAÑOLA
ARACC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;ARACÁN ENERGÍA;ARACÁN ENERGÍA S.L.;ZONA ESPAÑOLA
AREPC02;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_PT;AUDAX RENOV. SUC. EM PORTUGAL;AUDAX RENOVABLES S.A.-SUCURSAL EM PORTUGAL;ZONA PORTUGUESA
ARGUC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;UPR ARGUS;COLABORA ENERGIA-ARGUS, S.L.;ZONA ESPAÑOLA
ASIEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMERCIALIZ;ASISTENCIA ENERGÉTICA S.L.;ZONA ESPAÑOLA
ASSEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;18X000000000P5GW;ASSENN ENERGY, S.L.;ZONA ESPAÑOLA
ASTRC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ASTRAL;ASTRALCAD ENERGIA SL;ZONA ESPAÑOLA
ATEEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ATENCO PENINSULA;ATENCO ENERGIA;ZONA ESPAÑOLA
ATLSC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ATLAS ENERGIA COMERCIAL SL;ATLAS ENERGIA COMERCIAL SL;ZONA ESPAÑOLA
ATLSR01;COMERCIALIZADOR;Compra Comercializador Balance;COMERCIALIZADOR;COMERC_ES;ATLSR01;ATLAS ENERGIA COMERCIAL SL;ZONA ESPAÑOLA
ATPC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMPRA ATP;ATP ENERGIA SL;ZONA ESPAÑOLA
ATRIC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ATRIA - UNIDAD DE OFERTA 01;ATRIA INVERSIONES ENERGIA S.L.;ZONA ESPAÑOLA
AUDAC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;AUDAX COMPRA;AUDAX RENOVABLES S.A.;ZONA ESPAÑOLA
AXPOC02;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_PT;AXPOP COMERCIALIZADOR PT;AXPO ENERGIA PORTUGAL;ZONA PORTUGUESA
AXPOR01;COMERCIALIZADOR;Compra Comercializador Balance;COMERCIALIZADOR;COMERC_ES;AXPO SRAD;AXPO IBERIA, S.L.;ZONA ESPAÑOLA
AYLUC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;AYLUZ;AYLUZ COMERCIALIZADORA ELECTRICA S.L;ZONA ESPAÑOLA
BALEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;BALEC01;ELECBALEAR,S.L.;ZONA ESPAÑOLA
BECOC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;BASSOLS ENERGÍA COMPRA (ESP);BASSOLS ENERGÍA COMERCIAL;ZONA ESPAÑOLA
BESC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;BESC01;BESPIN ENEGIA SL;ZONA ESPAÑOLA
BEYOC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UNIDAD OFERTANTE;LUZIA ENERGIA, S.L.;ZONA ESPAÑOLA
BEYRM01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;REPR RELUZCA;LUZIA ENERGIA, S.L.;ZONA ESPAÑOLA
BEYRM02;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;REPR INDALO;LUZIA ENERGIA, S.L.;ZONA ESPAÑOLA
BIROC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;BIROU GAS SL;BIROU GAS SL;ZONA ESPAÑOLA
BNPRC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;BNPRC01;BON PREU, S.A.U.;ZONA ESPAÑOLA
BNPRM01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;BNPRM01;BON PREU, S.A.U.;ZONA ESPAÑOLA
BNPRM02;COMERCIALIZADOR;Compra Comercializador Balance;COMERCIALIZADOR;COMERC_ES;BONPREU TERCIARIA;BON PREU, S.A.U.;ZONA ESPAÑOLA
BOAEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UO BOAENERGETICA 2000 S.L;BOAENERGETICA 2000, S.L.;ZONA ESPAÑOLA
BPC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;BP AMOCO GAS (ESP);BP GAS AND POWER IBERIA, S.A.U.;ZONA ESPAÑOLA
BPRM01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;BP REP 01;BP GAS AND POWER IBERIA, S.A.U.;ZONA ESPAÑOLA
BREIC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;U. OFERTA IBERICA;IBERICA IMPULSA, S.L;ZONA ESPAÑOLA
BSGEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;BSGEA COMPRA;BSG ENERGIA SL;ZONA ESPAÑOLA
BSGRM01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;COMPRA BERL;BSG ENERGIA SL;ZONA ESPAÑOLA
CAMCC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CAMPO_UP;ENERGIAS DE LA VILLA DE CAMPO COMERCIALIZADORA SLU;ZONA ESPAÑOLA
CAPTC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMERCIALIZACION;CAPTURA ENERGIA S.L.;ZONA ESPAÑOLA
CATGC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;18WCATGC01-123-C;CATGAS ENERGIA SA;ZONA ESPAÑOLA
CATRC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CATRA COMPRA;ELECTRICA CATRALENSE, S.L.U.;ZONA ESPAÑOLA
CCASC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CCASC01;COMERCAST ENERGIAS S.L.;ZONA ESPAÑOLA
CCATC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CCATR COMPRA;COOPERATIVA ELÉCTRICA BENÉFICA CATRALENSE, COOP.V.;ZONA ESPAÑOLA
CEBAC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;COOP ELEC BENEF ALBAT, COOP.V.;COOP ELÉCTRICA BENÉFICA ALBATERENSE, COOP.V.;ZONA ESPAÑOLA
CECAC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COOP. ELECT. CASTELLAR;COOPERATIVA ELECTRICA DE CASTELLAR, S.C.V.;ZONA ESPAÑOLA
CEDC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UNIDAD DE OFERTA PENINSULA;COMERCIALIZADORA DE ENERGIA DIRECTA S.L.;ZONA ESPAÑOLA
CEESC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CENES COMPRA ESP;ENERGYA VM ENERGIAS ESPECIALES;ZONA ESPAÑOLA
CEGC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CEG COMPRA (ESP);ENERGYA VM GENERACIÓN;ZONA ESPAÑOLA
CENTCP3;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_EXT;CENTE DERECHOS COMPRA(FRAN);ENERGYA VM GESTION DE ENERGIA, S.L.;FRONTERA FRANCIA
CENTC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CÉNTRICA ENERGÍA COM. 1 (ESP);ENERGYA VM GESTION DE ENERGIA, S.L.;ZONA ESPAÑOLA
CENTVP3;COMERCIALIZADOR;Import. de comercializadoras;COMERCIALIZADOR;COMERC_EXT;CENTE DERECHOS VENTA(FRAN);ENERGYA VM GESTION DE ENERGIA, S.L.;FRONTERA FRANCIA
CEPEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;18W00000000079GW;COMERCIALIZADORA ELECTRICA PENINSULAR, S.L.;ZONA ESPAÑOLA
CEPSC02;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_PT;COMPRA SUCURSAL PORTUGAL;CEPSA GAS Y ELECTRICIDAD S.A.-SUCURSAL EM PORTUGAL;ZONA PORTUGUESA
CESOC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;U. COMPRA DE COMERCIALIZADORA;COMERCIALIZADORA ENERGETICA SOSTENIBLE, S.A.;ZONA ESPAÑOLA
CETAC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CETAC01;COMERCIALIZADORA ELECTRICA TALAYUELAS S.L.;ZONA ESPAÑOLA
CHAC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UNIDAD DE OFERTA;CHARGE ENERGY SL;ZONA ESPAÑOLA
CHCC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;UNIDAD DE COMPRA CHC;CIDE HCENERGIA, S.A.U;ZONA ESPAÑOLA
CHENC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CHURCH ENERGY, S.L.;CHURCH ENERGY, S.L.;ZONA ESPAÑOLA
CHERC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CHERA COMPRA;ELECTRICA SOT DE CHERA;ZONA ESPAÑOLA
CHISC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMCH COMERCIALIZADORA ESP;COMERCIALIZADORA LA CHISTABINA S.L.U;ZONA ESPAÑOLA
CIMAC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CIMA ENERGIA;CIMA ENERGIA COMERCIALIZADORA SL;ZONA ESPAÑOLA
CLEAC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMPRA;CLEARVIEW ENERGY SL.;ZONA ESPAÑOLA
CLIDC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;CLIUO01;HOLALUZ-CLIDOM SA;ZONA ESPAÑOLA
CLIDC02;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_PT;UD. COMERCIALIZACION;CLIDOMER UNIPESSOAL LDA;ZONA PORTUGUESA
CNTLC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CNTLC01;ELECTRACOMERCIAL CENTELLES;ZONA ESPAÑOLA
COALC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COALG COMPRA;COMERCIALIZADORA SUM ESP ALGINETENSES, S.L.;ZONA ESPAÑOLA
CODOC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CODOC01;ENERGIA COSTA DORADA SLU;ZONA ESPAÑOLA
COELC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COELD COMPRA;ELECTRICA DE GUADASSUAR COOP. V.;ZONA ESPAÑOLA
COGEC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;COGEN COMPRA ELECTRICIDAD;ENERGY BY COGEN;ZONA ESPAÑOLA
COMPC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UP PENINSULAR;COMPAÑIA CASTELLANA DE COMERCIALIZACION ELECTRICA;ZONA ESPAÑOLA
COMTC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMTC01;COMERCIALIZADORA DE ENERGÍA TRANSPARENTE, SL;ZONA ESPAÑOLA
CONEC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;COMPRA ENERGIA;CONECTA2 ENERGIA SL;ZONA ESPAÑOLA
CONSC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CONSB UOF;CONSULTING AND MANAGEMENT GREEN ENERGY, SL;ZONA ESPAÑOLA
COPIC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;COMERCIALIZACION;COMERCIALIZADORA HAZ DE LUZ RENOVABLE, S.L.U.;ZONA ESPAÑOLA
CPERM01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;REPR. RENU ENERGY;COMERCIALIZADORA ELECTRICA PENINSULAR, S.L.;ZONA ESPAÑOLA
CPERM02;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;REPR. BEST OPTION;COMERCIALIZADORA ELECTRICA PENINSULAR, S.L.;ZONA ESPAÑOLA
CREEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CREA ENERGIA COMERCIALIZADORA;CREAENERGIA ECO, S.L.U.;ZONA ESPAÑOLA
CREOC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;CRECE;CRECE SOLUCIONES DE ENERGÍA SL;ZONA ESPAÑOLA
CRGYC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UNIDAD DE COMPRA;CARTO ENERGY, SOCIEDAD LIMITADA;ZONA ESPAÑOLA
CUNCC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CUNCC01;ELECTRA CUNTIENSE COMERCIALIADORA, S.L.U.;ZONA ESPAÑOLA
CUVEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;CUVER DESTELLA ENERGIA, SL.;CUVER DESTELLA ENERGIA, SL.;ZONA ESPAÑOLA
CWCMC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMPRA CW COMERCIAL NO BALANCE;CAPWATT COMERCIAL S.L.U.;ZONA ESPAÑOLA
CYDAC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;COMPRA CYDAE COMERCIALIZACION;COMERCIAL Y ASESORA DE ELECTRICIDAD, S.L.;ZONA ESPAÑOLA
CYEC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;UNIDAD COMPRA COMERCIALIZACION;CYE ENERGIA S.L.;ZONA ESPAÑOLA
DAIMC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMERCIAL DAIMUZ;DAIMUZ ENERGIA SL;ZONA ESPAÑOLA
DEBAC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;DEBAC01;DEBARU ENERGIA SL;ZONA ESPAÑOLA
DETIC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;DETISA COMPRA (ESP);MOEVE GAS AND POWER, S.A.U;ZONA ESPAÑOLA
DETIR01;COMERCIALIZADOR;Compra Comercializador Balance;COMERCIALIZADOR;COMERC_ES;DETIR01;MOEVE GAS AND POWER, S.A.U;ZONA ESPAÑOLA
DFERC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;DUFERCO COMPRA;DUFERCO ENERGIA S.P.A.;ZONA ESPAÑOLA
DILUC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;DILUZ;DILUZ COMERCIALIZADORA DE ELECTRICIDAD S.L.;ZONA ESPAÑOLA
DIRGC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;DIRECTGREEN;DIRECT GREEN;ZONA ESPAÑOLA
DIVIC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UNIDAD DE OFERTA DIVICONSULTIN;DIVICONSULTING ENERGIA S.L;ZONA ESPAÑOLA
DLSTC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UNIDAD OFERTANTE GO ENERGIA;ENERGÉTICA DEL ESTE S.L;ZONA ESPAÑOLA
DONBC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;COMERCIALIZACION;DON BELTRAN MARKET, S.L.;ZONA ESPAÑOLA
DREAC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;UO COMPRAS DREUA 01;FOENER ENERGÍA, S.L.;ZONA ESPAÑOLA
DRKFC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;DRK;DRK ENERGY, S.L.;ZONA ESPAÑOLA
DRKRM01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;QUALC01;DRK ENERGY, S.L.;ZONA ESPAÑOLA
DRKRM02;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;HELIC01;DRK ENERGY, S.L.;ZONA ESPAÑOLA
DUERC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;DUEROLUZ ENERGIA SL;DUEROLUZ ENERGIA SL;ZONA ESPAÑOLA
DUFECP3;COMERCIALIZADOR;Comercializador no residente;COMERCIALIZADOR;COMERC_NR_EXT;DUFER EXPORT RIGHTS UNIT;DXT COMMODITIES SA;FRONTERA FRANCIA
DUFEC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;DUFEC01;DXT COMMODITIES SA;ZONA ESPAÑOLA
DUFEVP3;COMERCIALIZADOR;Import. de agentes externos;COMERCIALIZADOR;COMERC_EXT;DUFER IMPORT RIGHTS UNIT;DXT COMMODITIES SA;FRONTERA FRANCIA
DYNFC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;DYNFC01;DYNEFF ESPAÑA SL;ZONA ESPAÑOLA
EALBC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;EALB COMPRA;ELECTRICA ALBATERENSE, S.L.;ZONA ESPAÑOLA
EALMC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ELALM COMERCIALIZADOR ESP;ELECTRICITAT D ALMENAR S.L.;ZONA ESPAÑOLA
EAMC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;AMADR COMPRA;ELÉCTRICA ANTONIO MADRID, S.L.;ZONA ESPAÑOLA
EAM0C01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;EAM01 COMPRA;ELECTRA ALTO MIÑO COMERCIALIZADORA DE ENERGÍA SLU;ZONA ESPAÑOLA
EBLCO01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ENGIE SPAIN RETAILER;ENGIE ESPAÑA,S.L.U;ZONA ESPAÑOLA
EBLCR01;COMERCIALIZADOR;Compra Comercializador Balance;COMERCIALIZADOR;COMERC_ES;ENGIE SPAIN_SRAD;ENGIE ESPAÑA,S.L.U;ZONA ESPAÑOLA
EBREC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;EBREC01;EBROENERGIA COMERCIALIZADORA, S.L.;ZONA ESPAÑOLA
ECATC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ELCAT COMPRA;DISTRIBUIDORA ELÉCTRICA DE CATOIRA, S.A;ZONA ESPAÑOLA
ECAZC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;ELECTRICA  CADIZ COMPRA (ESP);ELECTRICA DE CADIZ;ZONA ESPAÑOLA
ECOFC01;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;COMPRA COMERCIALIZADORA;ECOFUTURA LUZ ENERGIA S.L.;ZONA ESPAÑOLA
ECOTC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;UP PENINSULAR;ECOTHERMIC XXI SL;ZONA ESPAÑOLA
ECOVC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;18W000000000O3FL;ECOVERGY RENOVABLES;ZONA ESPAÑOLA
ECSCCA1;COMERCIALIZADOR;Compras Comercialización;COMERCIALIZADOR;COMERC_ES;CALLO COMPRA ENERGIA;ELECTRICA DE CALLOSA DE SEGURA, CV;ZONA ESPAÑOLA
EDFSC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;EDFAS COMPRA;COOP.VCIANA.E.D.F.A. SERRALLO, S.COOP.V.;ZONA ESPAÑOLA
EDFTCP3;COMERCIALIZADOR;Comercializador no residente;COMERCIALIZADOR;COMERC_NR_EXT;EDF TRADING DERECHOS COM (FR);EDF TRADING LIMITED;FRONTERA FRANCIA
EDFTC01;COMERCIALIZADOR;Comercializador;COMERCIALIZADOR;COMERC_ES;INTRADAY CONTINU AND AUCTION;EDF TRADING LIMITED;ZONA ESPAÑOLA
